Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
41,0.0005240947,0.0004118791,0.0008574747,0.0010827987,0.0006079984,0.0007160585,0.0003635518,0.0002046285,4.6824851E-6,4.7314262E-6,9.930026E-6,0.0000194689,9.2884185E-6,0.0000150556,9.3988251E-6,7.2376627E-6
42,0.0005240947,0.0004118791,0.0008574747,0.0010827987,0.0006079984,0.0007160585,0.0003635518,0.0002046285,4.6824851E-6,4.7314262E-6,9.930026E-6,0.0000194689,9.2884185E-6,0.0000150556,9.3988251E-6,7.2376627E-6
43,0.0005240947,0.0004118791,0.0008574747,0.0010827987,0.0006079984,0.0007160585,0.0003635518,0.0002046285,4.6824851E-6,4.7314262E-6,9.930026E-6,0.0000194689,9.2884185E-6,0.0000150556,9.3988251E-6,7.2376627E-6
44,0.0005240947,0.0004118791,0.0008574747,0.0010827987,0.0006079984,0.0007160585,0.0003635518,0.0002046285,4.6824851E-6,4.7314262E-6,9.930026E-6,0.0000194689,9.2884185E-6,0.0000150556,9.3988251E-6,7.2376627E-6
45,0.0009046934,0.0007059439,0.0014580588,0.0017528859,0.0010010316,0.0011965962,0.0007373639,0.0004368916,6.1215976E-6,6.1263486E-6,0.0000125754,0.0000249803,0.0000115183,0.0000196824,0.0000145551,0.0000113829
46,0.0009046934,0.0007059439,0.0014580588,0.0017528859,0.0010010316,0.0011965962,0.0007373639,0.0004368916,6.1215976E-6,6.1263486E-6,0.0000125754,0.0000249803,0.0000115183,0.0000196824,0.0000145551,0.0000113829
47,0.0009046934,0.0007059439,0.0014580588,0.0017528859,0.0010010316,0.0011965962,0.0007373639,0.0004368916,6.1215976E-6,6.1263486E-6,0.0000125754,0.0000249803,0.0000115183,0.0000196824,0.0000145551,0.0000113829
48,0.0009046934,0.0007059439,0.0014580588,0.0017528859,0.0010010316,0.0011965962,0.0007373639,0.0004368916,6.1215976E-6,6.1263486E-6,0.0000125754,0.0000249803,0.0000115183,0.0000196824,0.0000145551,0.0000113829
49,0.0009046934,0.0007059439,0.0014580588,0.0017528859,0.0010010316,0.0011965962,0.0007373639,0.0004368916,6.1215976E-6,6.1263486E-6,0.0000125754,0.0000249803,0.0000115183,0.0000196824,0.0000145551,0.0000113829
50,0.0008021797,0.0006813651,0.0012151888,0.0015787579,0.0008634555,0.0011141991,0.0007409968,0.0005028693,4.2826765E-6,4.5796237E-6,8.1876615E-6,0.0000181479,7.63811E-6,0.0000141471,0.0000118925,0.0000103774
51,0.0008021797,0.0006813651,0.0012151888,0.0015787579,0.0008634555,0.0011141991,0.0007409968,0.0005028693,4.2826765E-6,4.5796237E-6,8.1876615E-6,0.0000181479,7.63811E-6,0.0000141471,0.0000118925,0.0000103774
52,0.0008021797,0.0006813651,0.0012151888,0.0015787579,0.0008634555,0.0011141991,0.0007409968,0.0005028693,4.2826765E-6,4.5796237E-6,8.1876615E-6,0.0000181479,7.63811E-6,0.0000141471,0.0000118925,0.0000103774
53,0.0008021797,0.0006813651,0.0012151888,0.0015787579,0.0008634555,0.0011141991,0.0007409968,0.0005028693,4.2826765E-6,4.5796237E-6,8.1876615E-6,0.0000181479,7.63811E-6,0.0000141471,0.0000118925,0.0000103774
